name,scientific_name,short_description,what_is_it,what_does_it_do,who_is_it_good_for,who_should_avoid,url
Retinyl Propionate,,"Retinyl Propionate is a part of the vitamin A family of ingredients and is an ester of retinol and propionic acid. It is designed to have better skin tolerability vs. retinol. Once absorbed, it is broken down in the body to retinol, then into retinaldehyde, and then again into retinoic acid, the active form recognised by the body to trigger it’s skin benefits. Studies have shown levels of 0.3% or higher are required to see benefits comparable with retinol. 

It is part of a family of ingredients also found on ingredients lists as encapsulated retinaldehyde, hydroxypinacolone retinoate, retinaldehyde, retinyl palmitate, retinyl propionate and retinyl retinoate (8x more powerful than retinol)","An ester of retinol and propionic acid, designed to improve stability and skin tolerability compared to retinol. It is the most effective of the retinoid esters, except retinyl retinoate.","This ingredient is an antioxidant that stimulates collagen production, treating fine lines, wrinkles and a reduction of elasticity in the skin which can naturally come with aging.  It exfoliates the skin, unclogging  pores, and improving the overall appearance of the skin making it smooth and supple.","[' ', 'Elasticity', ' ', 'Enlarged Pores', ' ', 'Fine Lines', ' ', 'Pigmentation', ' ', 'Radiance', ' ', 'Texture', ' ', 'Wrinkles']","[' ', 'Pregnancy', ' ', 'Sensitive', ' ', 'Impaired skin barrier']",https://renude.co/ingredients/retinyl-propionate
Retinyl Palmitate,,"Retinyl Palmitate is a part of the vitamin A family of ingredients. It is broken down in the body to retinol, and then into retinaldehyde, then again into retinoic acid, the active form recognised by the body to trigger its skin benefits.

It is part of a family of ingredients also found on ingredients lists as encapsulated retinaldehyde, hydroxypinacolone retinoate, retinaldehyde, retinol, retinyl propionate and retinyl retinoate (8x more powerful than retinol)","An ester of retinol and palmitic acid, made to be more gentle and less irritating than retinol. It is, however, significantly less effective than retinol, and doesn't have as many therapeutic effects as other retinoid esters (like retinyl propionate)!","This ingredient is an antioxidant that stimulates collagen production, treating fine lines.","[' ', 'Fine Lines']","[' ', 'Pregnancy', ' ', 'Impaired skin barrier']",https://renude.co/ingredients/retinyl-palmitate
Retinol,,"Retinol, is a part of the vitamin A family of ingredients and is one of the most well-researched actives used in skincare today. Retinol and all of its derivatives are broken down within the skin first into retinaldehyde, then into retinoic acid, the active form recognised by the body to trigger its skin benefits.

Retinoic acid (aka tretinoin) is the gold standard of anti-ageing and works in a number of ways. Firstly, it blocks the production of collagen-degrading enzymes, meaning collagen does not get broken down as quickly in the skin. After prolonged use (6M+), it has also been shown to stimulate the production of type I and type III collagen, reducing wrinkles and improving skin firmness. It has been shown to protect against UV-induced damage, as well as reducing the appearance of hyperpigmentation in the skin. Skin treated with retinoids is smoother, more even-toned, firmer and younger looking.

It is part of a family of ingredients also found on ingredients lists as encapsulated retinaldehyde, hydroxypinacolone retinoate, retinaldehyde, retinyl palmitate, retinyl propionate and retinyl retinoate (8x more powerful than retinol)","One of the most well researched and versatile cosmetic ingredients available, retinol is a powerhouse ingredient that is effective at smoothing, firming, brightening and evening out the skin.","This ingredient is an antioxidant that stimulates collagen production, treating fine lines, wrinkles and a reduction of elasticity in the skin which can naturally come with aging.  It exfoliates the skin, unclogging  pores, helping treat acne and blemishes and improving the overall appearance of the skin making it smooth and supple.","[' ', 'Acne', ' ', 'Blackheads', ' ', 'Elasticity', ' ', 'Enlarged Pores', ' ', 'Fine Lines', ' ', 'Pigmentation', ' ', 'Radiance', ' ', 'Texture', ' ', 'Wrinkles']","[' ', 'Pregnancy', ' ', 'Sensitive', ' ', 'Impaired skin barrier']",https://renude.co/ingredients/retinol
Resveratrol,,"Resveratrol is a family of ingredients also known as vitis vinifera (organic, cold pressed concord grape) seed oil, vitis vinifera (grape) flower cell extract, vitis vinifera (grape) fruit extract, vitis vinifera (grape) seed extract, vitis vinifera seed extract or vitis vinifera (organic). 

Most famously found in the skin of red grapes, but also occurring naturally in peanuts and certain fruits such as blueberries and cranberries. It is included in skincare for its powerful antioxidant abilities. Research shows it can protect against free radicals, as well as oxidative damage caused by UV.","Resveratrol is a natural polyphenolic compound found in various plants, particularly in the skin of grapes, red wine, and certain berries. In skincare, resveratrol is known for its potent antioxidant and anti-aging properties.","Resveratrol offers benefits such as:
- Provides antioxidant protection, helping to neutralize free radicals and prevent premature aging of the skin.
- Assists in reducing the appearance of fine lines and wrinkles, contributing to a smoother and more youthful complexion.
- Can help improve skin firmness and elasticity, promoting a more resilient and lifted appearance.
- May soothe and calm irritated skin, contributing to a more comfortable and balanced complexion.","[' ', 'Elasticity', ' ', 'Fine Lines', ' ', 'Pregnancy', ' ', 'Wrinkles']","[' ', 'Related Allergy']",https://renude.co/ingredients/resveratrol
Red Algae,,"Algae is an incredibly interesting natural ingredient source. It is essentially an underwater plant, designed to get its food from sunlight, much like any other plants, although from much more challenging conditions. There are many types of algae (kelp, laminaria, microalgae), but in general in all its forms it acts as a powerful antioxidant, protecting from free radical damage, as well as being able to hydrate the skin and deliver naturally-occurring vitamins into the skin.","Red algae are marine plant organisms that are rich in nutrients and minerals. In skincare, red algae extracts are used for their potential hydrating, antioxidant, and soothing properties.","Red algae offers benefits such as:
- Provides excellent hydration to the skin, helping to improve moisture retention and skin barrier function.
- Contains antioxidants that protect the skin from free radical damage, contributing to overall skin health.
- Assists in soothing and calming irritated or sensitive skin, reducing redness and promoting a more comfortable complexion.
- Can enhance the appearance of skin firmness and elasticity, contributing to a more youthful look.","[' ', 'Dry and dehydrated skin', ' ', 'Impaired skin barrier', ' ', 'Pregnancy', ' ', 'Texture']","[' ', 'Related Allergy']",https://renude.co/ingredients/red-algae
Quercetin,,"Quercetin is a naturally occurring bioflavonoid found in fruits and vegetables such as kale, onion, tomatoes and berries. It is used in skincare for its antioxidant abilities, meaning it can neutralise free radicals before they cause any damage to the skin. Studies also show Quercetin to have anti-inflammatory effects, and an ability to protect the skin against aggressors such as UV, histamine and toxic chemicals. It is also believed to support the skin barrier functioning, reducing water-loss via the skin to improve hydration levels in the epidermis.","Quercetin is a flavonoid, a type of plant-derived compound, that is used in skincare products for its antioxidant and anti-inflammatory properties.","Quercetin offers benefits such as:
- Provides antioxidant protection, helping to prevent premature aging and maintain skin health.
- Reduces inflammation and calms irritated skin, making it beneficial for individuals with sensitive or reactive skin.
- Supports collagen production, contributing to improved skin elasticity and firmness.
- Helps brighten the skin and improve the appearance of uneven skin tone.","[' ', 'Dry and dehydrated skin', ' ', 'Impaired skin barrier', ' ', 'Pregnancy', ' ', 'Texture']","[' ', 'Related Allergy']",https://renude.co/ingredients/quercetin
Pseudoalteromonas Exopolysaccharides,,"Pseudoalteromonas Exopolysaccharides are biotechnological marine alternatives to famous IT-moisturiser and humectant hyaluronic acid (HA). It is obtained by the fermentation of a marine bacterial strain.

It is in the class of Algae Extract which also include ahnfeltia concinna extract, alaria esculenta extract, algae exopolysaccharides, algin, alteromonas ferment extract, ascophyllum nodosum extract, asparagopsis armata extract, chlorella protothecoides, chlorella vulgaris extract, dunaliella salina (green algae) extract, hydrolyzed f-fucoidan, laminaria ochroleuca (kelp) extract, macrocystis pyrifera (kelp) extract, marine extract, parachlorella beijerinckii exopolysaccharides, plankton extract, porphyridium cruentum extract, padina pavonica thallus extract, tripleurospermum maritimum extract, vibrio alginolyticus ferment filtrate, chlorella protothecoides oil","It is rich in the same monosaccharide, called glucuronic acid, as Hyaluronic Acid, and has a similar effect on the skin.",Helps to moisturise the skin with some benefits including the treatment of wrinkles and fine lines.,"[' ', 'Dry and dehydrated skin', ' ', 'Fine Lines', ' ', 'Pregnancy', ' ', 'Wrinkles']","[' ', 'Related Allergy']",https://renude.co/ingredients/pseudoalteromonas-exopolysaccharides
Proline,,"A non-essential amino acid (meaning that our body can produce it) that's also one of the major building blocks of collagen. It is thought to be able to improve wrinkles when combined with other amino acids, glycine and leucine.

Amino acids are a class of ingredients. They can also be found on ingredients lists as acetyl glucosamine,acetyl tyrosinamide, alanine, arginine hcl, arginine pca, histidine, isoleucine, leucine, lysine, phenylalanine, serine, taurine, threonine and valine and yeast amino acids.",Proline is an amino-acid that our body can naturally produce and also one of the major building blocks of collagen.,"Helps to maintain firm, youthful skin through promoting collagen production and moisturising the skin.","[' ', 'Dry and dehydrated skin', ' ', 'Elasticity', ' ', 'Fine Lines', ' ', 'Pregnancy', ' ', 'Texture', ' ', 'Wrinkles']","[' ', 'Related Allergy']",https://renude.co/ingredients/proline
Potassium Azeloyl Diglycinate,,"Potassium Azeloyl Diglycinate (PAD) is a water-soluble derivative of azelaic acid which conveys many of the same benefits as pure azelaic acid. It is a gentle anti-inflammatory so is suitable for sensitive skin, and is able to improve rosacea and acne symptoms, as well as fading pigmentation left from acne.","Potassium Azeloyl Diglycinate is a multifunctional skincare ingredient derived from azelaic acid and glycine. It is used in cosmetics for its potential brightening, sebum-regulating, and skin-soothing properties.","PAD offers benefits such as:
- Helps regulate sebum production, making it beneficial for oily and acne-prone skin.
- Brightens the skin and promotes a more even complexion by inhibiting the production of melanin.
- Assists in reducing the appearance of dark spots and hyperpigmentation, improving skin tone.
- Has skin-soothing properties, helping to calm and alleviate skin redness and irritation.","[' ', 'Acne', ' ', 'Blackheads', ' ', 'Enlarged Pores', ' ', 'Pigmentation', ' ', 'Post Blemish Marks', ' ', 'Redness', ' ', 'Radiance', ' ', 'Pregnancy']","[' ', 'Related Allergy', ' ', 'Gluten Allery']",https://renude.co/ingredients/potassium-azeloyl-diglycinate
Probiotics,,"Probiotics can be defined as living bacteria which are good for the skin, and are useful to include in skincare formulations in order to populate a healthy microbiome (the ecosystem of bacteria on the skin). A diverse breadth in the strains of bacteria living on the skin results in a healthy microbiome, and some early research has linked certain imbalances in this microbiome to skin conditions such as acne, eczema and psoriasis.

Probiotics are a class of ingredients which can be found on ingredients lists as bifida ferment lysate, lactobacillus ferment, and lactococcus ferment lysate.","Probiotics are live beneficial microorganisms that provide various health benefits when applied to the skin. In skincare products, probiotics are used to support the skin's microbiome and promote overall skin health.","Probiotics offer benefits such as:
- Help maintain a balanced and healthy skin microbiome by supporting the growth of beneficial bacteria.
- Strengthen the skin's natural defense against harmful bacteria, reducing the risk of skin issues like acne and inflammation.
- Enhance the skin's barrier function, improving its resilience and protection against environmental stressors.
- Have soothing properties, helping to calm and alleviate skin irritation and redness.","[' ', 'Acne', ' ', 'Blackheads', ' ', 'Redness', ' ', 'Pregnancy']","[' ', 'Related Allergy']",https://renude.co/ingredients/probiotics
Prickly Pear Extract,,"Prickly pear is a cactus native to Mexico, and is used in skincare for its soothing and hydrating properties. It is also known as hydrolyzed opuntia ficus indica flower extract and opuntia ficus-indica fruit extract.","Prickly Pear Extract is derived from the fruit of the prickly pear cactus (Opuntia ficus-indica). In skincare, it is used for its potential hydrating, antioxidant, and skin-soothing properties.","Prickly pear extract offers benefits such as:
- Provides deep hydration to the skin, helping to retain moisture and improve skin barrier function.
- Contains antioxidants that neutralize free radicals, protecting the skin from environmental damage and premature aging.
- Assists in soothing and calming irritated or sensitive skin, reducing redness and promoting skin comfort.","[' ', 'Redness', ' ', 'Pregnancy']","[' ', 'Related Allergy']",https://renude.co/ingredients/prickly-pear-extract
Snow Mushroom Extract,,"Snow Mushroom Extract, also known as Tremella fuciformis extract, is derived from the snow mushroom, a gelatinous mushroom with hydrating properties. In skincare, it is used for its potential moisturizing, plumping, and skin-soothing benefits.","This botanical extract is very high in polysaccharides, giving it great humectant qualities. It also has anti-inflammatory properties and some research shows this to have collagen-boosting properties.","Snow mushroom extract offers benefits such as:
- Provides intense hydration to the skin, helping to improve moisture retention and promote a plumper and more supple complexion.
- Has film-forming properties, creating a protective barrier on the skin's surface to prevent moisture loss and maintain skin hydration.
- Can help soothe and calm irritated or sensitive skin, making it beneficial for individuals with dry or reactive skin.
- Supports overall skin health and radiance, contributing to a smoother and more luminous complexion.","[' ', 'Dry and dehydrated skin', ' ', 'Fine Lines', ' ', 'Redness', ' ', 'Pregnancy', ' ', 'Texture']","[' ', 'Related Allergy']",https://renude.co/ingredients/snow-mushroom-extract
Prebiotics,,"Prebiotics, can be classed as a food source that encourages the growth of good bacteria on the skin. The microbiome (the ecosystem of bacteria on the skin) is a relatively new discovery and we are learning that this is linked to many different aspects of our health, mood and appearance.

Prebiotics are a class of ingredients which can be found on ingredients lists as alpha-glucan oligosaccharide, fructooligosaccharides, lactobacillus extract filtrate, rhamnose and saccharomyces cerevisiae (yeast) extract. ","Prebiotics are a type of non-digestible dietary fiber used in skincare products to support the skin's microbiome, which consists of beneficial bacteria that contribute to skin health.","Prebiotics offer benefits such as:
- Help maintain a balanced and healthy skin microbiome by promoting the growth of beneficial bacteria.
- Support the skin's natural defenses against harmful microorganisms, contributing to overall skin health.
- Enhance the skin's barrier function, reducing moisture loss and improving hydration.
- Can have a calming effect on the skin, helping to soothe and alleviate inflammation and irritation.","[' ', 'Acne', ' ', 'Blackheads', ' ', 'Redness', ' ', 'Pregnancy']","[' ', 'Related Allergy']",https://renude.co/ingredients/prebiotics
Shea Butter,,"Shea butter is high in fatty acids and vitamins, so works to support the natural lipid barrier of the skin, reducing water loss via the epidermis to keep skin soft, smooth and moisturised.","Shea Butter is a natural fat extracted from the nuts of the shea tree (Vitellaria paradoxa). In skincare, it is used for its intensely moisturizing, emollient, and skin-nourishing properties.","Shea butter offers benefits such as:
- Provides deep and long-lasting moisture to the skin, helping to improve skin hydration and maintain a soft and supple complexion.
- Acts as an effective emollient, forming a protective barrier on the skin's surface to prevent moisture loss and promote a smooth and silky feel.
- Nourishes and soothes the skin, making it beneficial for individuals with dry, sensitive, or irritated skin.","[' ', 'Dry and dehydrated skin', ' ', 'Impaired skin barrier', ' ', 'Radiance', ' ', 'Pregnancy', ' ', 'Texture']","[' ', 'Related Allergy', ' ', 'Combination', ' ', 'Oily']",https://renude.co/ingredients/shea-butter
Sesame Seed Oil,,"Sesame Oil is a vegetable oil derived from sesame seeds (Sesamum indicum). In skincare, it is used for its moisturizing, antioxidant, and skin-nourishing properties.","Sesame oil is derived from the sesame seed, and is rich in omega 6 and vitamin E. It helps to support the skin's natural lipid barrier, keeping skin moisturised and preventing excess water loss.","Sesame oil offers benefits such as:
- Provides deep moisturization to the skin, helping to improve skin hydration and maintain a soft and supple complexion.
- Offers antioxidant protection, helping to neutralize free radicals and defend the skin from environmental stressors.
- Nourishes the skin with essential nutrients, promoting overall skin health and radiance.
- Can help soothe and calm irritated or inflamed skin, making it beneficial for individuals with sensitive or dry skin.","[' ', 'Dry and dehydrated skin', ' ', 'Pregnancy']","[' ', 'Related Allergy']",https://renude.co/ingredients/sesame-seed-oil
Silk Protein,,"Silk Protein is a natural protein derived from silkworm cocoons. In skincare, it is used for its potential moisturizing, softening, and conditioning properties.",Silk protein is used in skincare to add hydration to the skin. It also contains antioxidants which offer protection against free radicals.,"Silk protein offers benefits such as:
- Provides moisture to the skin, helping to improve hydration and maintain a soft and smooth complexion.
- Acts as a film-forming agent, creating a protective barrier on the skin's surface to help lock in moisture and leave the skin feeling silky and smooth.
- Can help improve the appearance of skin texture, promoting a more refined and even complexion.","[' ', 'Dry and dehydrated skin', ' ', 'Pregnancy']","[' ', 'Related Allergy', ' ', 'Vegan']",https://renude.co/ingredients/silk-protein
Sh-Oligopeptide,,"In It's raw form, oligopeptide is a white powder. Most of the research has been conducted by the labs that manufacture it; however, there are promising studies showing it can help manage acne-causing bacteria, both on its own and in conjunction with anti-acne superstar exfoliant salicylic acid.",A synthetic bio-active peptide composed of 15 amino acids.,"Additional research shows oligopeptide can have a positive impact on sensitive skin, helping target and improve factors that lead to visible redness.","[' ', 'Elasticity', ' ', 'Fine Lines', ' ', 'Pregnancy', ' ', 'Wrinkles']","[' ', 'Related Allergy']",https://renude.co/ingredients/sh-oligopeptide
Serine,,"Serine is a non-essential amino acid and serves as a water-binding ingredient. It's great for moisturising dry and dehydrated skin and serves as an antioxidant against external factors.

Amino acids are a class of ingredients. They can also be found on ingredients lists as acetyl glucosamine,acetyl tyrosinamide, alanine, arginine hcl, arginine pca, histidine, isoleucine, leucine, lysine, proline, serine, taurine, threonine and valine and yeast amino acids.",Serine is produced in the body making this amino-acid a nonessential amino acid.,Helps support the skin barrier and protect against external aggressors. It's great for Dehydrated skin and helping to skin feel smooth and supple.,"[' ', 'Dry and dehydrated skin', ' ', 'Pregnancy', ' ', 'Texture']","[' ', 'Related Allergy']",https://renude.co/ingredients/serine
Sea Buckthorn Water,,"Sea buckthorn is a natural plant extract which contains a high concentration of vitamin c, and polyphenols, which provide antioxidant protection against free radicals.","Sea Buckthorn Water is derived from the sea buckthorn plant (Hippophae rhamnoides). In skincare, it is used for its potential hydrating, antioxidant, and skin-nourishing properties.","Sea buckthorn water offers benefits such as:
- Provides lightweight hydration to the skin, helping to improve moisture retention and maintain skin suppleness.
- Offers antioxidant protection, helping to neutralize free radicals and defend the skin from environmental stressors.
- Nourishes the skin with essential vitamins, promoting a healthy and radiant complexion.","[' ', 'Radiance', ' ', 'Pregnancy']","[' ', 'Related Allergy']",https://renude.co/ingredients/sea-buckthorn-water
Saskatoon Berry,,"Saskatoon Berry, also known as Amelanchier alnifolia, is a small fruit-bearing shrub native to North America. In skincare, Saskatoon Berry extract is used for its potential antioxidant and skin-nourishing properties.","Saskatoon berries are small, purple berries, rich in vitamins, minerals and antioxidants to protect from free radical damage.","Saskatoon berry offers benefits such as:
- Provides antioxidant protection, helping to neutralize free radicals and defend the skin from environmental stressors.
- Nourishes the skin with essential vitamins and nutrients, promoting a healthy and radiant complexion.
- Can help improve the appearance of skin tone and texture, contributing to a smoother and more even skin surface.","[' ', 'Pregnancy']","[' ', 'Related Allergy']",https://renude.co/ingredients/saskatoon-berry
Salicylic Acid,,"Salicylic acid works as an exfoliating acid to dissolve the keratin that binds the outermost layers of the skin, encouraging the natural exfoliation process of the skin.

Salicylic acids are a family of ingredients and can also be found on ingredients lists as beta hydroxy acid (BHA) or capryloyl salicylic acid.","Salicylic Acid is a beta hydroxy acid (BHA) derived from willow bark or synthesized in the laboratory. In skincare, it is used for its exfoliating, antibacterial, anti-inflammatory and acne-fighting properties.","Salicylic acid offers benefits such as:
- Exfoliates the skin's surface, promoting the removal of dead skin cells and debris, resulting in a smoother and more even complexion.
- Penetrates deep into pores, helping to unclog and dissolve sebum and debris, making it effective for addressing and preventing acne.
- Can help reduce the appearance of blackheads and whiteheads.
- May have anti-inflammatory properties, contributing to the reduction of redness and swelling associated with acne.","[' ', 'Acne', ' ', 'Blackheads', ' ', 'Enlarged Pores', ' ', 'Oily', ' ', 'Pigmentation', ' ', 'Post Blemish Marks', ' ', 'Redness', ' ', 'Radiance']","[' ', 'Related Allergy', ' ', 'Pregnancy', ' ', 'Sensitive', ' ', 'Dry Dehydrated', ' ', 'Impaired skin barrier']",https://renude.co/ingredients/salicylic-acid
Rosemary Leaf Extract,,"Rosemary Leaf Extract is derived from the leaves of the rosemary plant (Rosmarinus officinalis). In skincare, it is used for its antioxidant, anti-inflammatory, and soothing properties.","A potent plant antioxidant, which is also thought to have anti-inflammatory and antibacterial properties.","Rosemary leaf extract offers benefits such as:
- Provides antioxidant protection, helping to neutralize free radicals and defend the skin against environmental stressors.
- Assists in reducing skin inflammation, making it beneficial for individuals with sensitive or irritated skin.
- Has soothing properties, helping to calm redness and promote skin comfort.","[' ', 'Redness', ' ', 'Pregnancy']","[' ', 'Related Allergy']",https://renude.co/ingredients/rosemary-leaf-extract
Safflower Seed Oil,,"Safflower Seed Oil is derived from the seeds of the safflower plant (Carthamus tinctorius). In skincare, it is used for its moisturizing, soothing, and skin-nourishing properties.","Natural oil rich in linoleic acid, an essential fatty acid, which cannot be produced naturally by the body and which helps support the lipid barrier of the skin, minimising water loss to keep skin soft, smooth and moisturised.","Safflower seed oil offers benefits such as:
- Provides lightweight and non-greasy moisture to the skin, helping to improve hydration and maintain skin barrier function.
- Has soothing properties, making it beneficial for individuals with dry, sensitive, or irritated skin.
- Helps nourish and protect the skin, promoting a smoother and more supple complexion.","[' ', 'Dry and dehydrated skin', ' ', 'Impaired skin barrier', ' ', 'Pregnancy', ' ', 'Texture']","[' ', 'Related Allergy', ' ', 'Oily']",https://renude.co/ingredients/safflower-seed-oil
Saccharomyces Cerevisiae (Yeast) Extract,,"Yeast extract (e.g. Saccharomyces Cerevisiae) is used in skincare for its benefits as a moisturising and soothing agent. It has strong antioxidant properties to protect against free radical damage and its fermented nature means it also functions as a prebiotic on the skin (meaning it acts as a food source for beneficial skin bacteria to thrive).

Prebiotics are in a class of ingredients that can be found on ingredients lists as alpha-glucan oligosaccharide, fructooligosaccharides, lactobacillus extract filtrate and rhamnose.","Prebiotics are a type of non-digestible dietary fiber used in skincare products to support the skin's microbiome, which consists of beneficial bacteria that contribute to skin health.","Prebiotics offer benefits such as:
- Help maintain a balanced and healthy skin microbiome by promoting the growth of beneficial bacteria.
- Support the skin's natural defenses against harmful microorganisms, contributing to overall skin health.
- Enhance the skin's barrier function, reducing moisture loss and improving hydration.
- Can have a calming effect on the skin, helping to soothe and alleviate inflammation and irritation.","[' ', 'Acne', ' ', 'Blackheads', ' ', 'Redness', ' ', 'Pregnancy']","[' ', 'Related Allergy']",https://renude.co/ingredients/saccharomyces-cerevisiae-yeast-extract
Sacred Lotus Flower Extract,,"This natural plant extract has been shown to have multi-functional benefits, targeting both pigmentation and wrinkles. Studies have shown the extract to be effective at inhibiting tyrosinase, an enzyme involved in producing the pigment melanin in the skin, helping to reduce the appearance of dark spots. It has also been shown to help firm the skin, by slowing the rate at which elastin, an important protein for skin firmness, is degraded.","
Sacred lotus flower extract offers multi-functional benefits, addressing pigmentation and wrinkles. It inhibits tyrosinase, reducing dark spots, while also slowing elastin degradation, promoting skin firmness.","Sacred lotus flower extract offers benefits such as:
- Provides deep hydration to the skin, helping to improve moisture retention and maintain skin suppleness.
- Offers antioxidant protection, helping to neutralize free radicals and defend the skin from environmental stressors.
- Assists in reducing the appearance of fine lines and wrinkles, contributing to a plumper, smoother and more youthful complexion.
- Can help reduce the appearance of dark spots and promote a more even complexion.","[' ', 'Elasticity', ' ', 'Fine Lines', ' ', 'Pigmentation', ' ', 'Wrinkles']","[' ', 'Related Allergy']",https://renude.co/ingredients/sacred-lotus-flower-extract
Tasmanian Pepperberry Extract,,"This natural berry is high in antioxidants, to help protect against free radical damage, and also has anti-inflammatory properties to soothe and calm.","Tasmanian Pepperberry Extract, also known as Tasmanian Pepper or Tasmannia lanceolata extract, is derived from the berries of the Tasmanian Pepper tree native to Australia. In skincare, it is used for its potential soothing, antioxidant, and anti-inflammatory properties.","Tasmanian pepperberry extract offers benefits such as:
- Provides soothing properties, making it beneficial for individuals with sensitive or irritated skin.
- Acts as a potent antioxidant, helping to neutralize free radicals and protect the skin from environmental stressors.
- Can help reduce skin redness and inflammation, contributing to a calmer and more balanced complexion.","[' ', 'Redness', ' ', 'Pregnancy']","[' ', 'Related Allergy']",https://renude.co/ingredients/tasmanian-pepperberry-extract
Tartaric Acid,,"Tartaric acid is an alpha hydroxy acid (AHA) which works to exfoliate the top layer of the skin. This helps to remove dead skin cells which might be blocking the pores, which in turn reduces the instances of blemishes and breakouts.","Tartaric Acid is a natural organic acid found in various fruits, particularly in grapes, tamarind, and bananas. In skincare, it is used for its potential exfoliating and brightening properties.","Tartaric acid offers benefits such as:
- Acts as an exfoliant, helping to remove dead skin cells and promote skin cell turnover, resulting in a smoother and more even complexion.
- Can help improve the appearance of dark spots, hyperpigmentation, and dull skin, contributing to a brighter and more radiant complexion.
- Assists in enhancing the absorption of other skincare ingredients, making it beneficial for improving the effectiveness of other products in your skincare routine.
- Supports overall skin health by promoting a refreshed and rejuvenated appearance.","[' ', 'Acne', ' ', 'Blackheads', ' ', 'Enlarged Pores', ' ', 'Radiance', ' ', 'Pregnancy']","[' ', 'Related Allergy', ' ', 'Impaired skin barrier']",https://renude.co/ingredients/tartaric-acid
Rhamnose,,"Rhamnose is a naturally occurring sugar found in plant sources such as buckthorn and birch. Studies have shown that its molecular size and structure allows it to penetrate to the area between the base of the epidermis and the top of the dermis, known as the ‘dermo-epidermal junction’. This is important as this is where the fibroblasts are situated, which produce the key skin proteins collagen and elastin, which contribute to overall skin structure & firmness. In vivo studies (on humans) from the manufacturers have shown that applying a product including rhamnose once daily for 8 weeks resulting in an increase in collagen production, and a decrease in overall wrinkle depth.

Prebiotics are in a class of ingredients that can be found on ingredients lists as alpha-glucan oligosaccharide, fructooligosaccharides, lactobacillus extract filtrate and saccharomyces cerevisiae (yeast) extract.","Prebiotics are a type of non-digestible dietary fiber used in skincare products to support the skin's microbiome, which consists of beneficial bacteria that contribute to skin health.","Prebiotics offer benefits such as:
- Help maintain a balanced and healthy skin microbiome by promoting the growth of beneficial bacteria.
- Support the skin's natural defenses against harmful microorganisms, contributing to overall skin health.
- Enhance the skin's barrier function, reducing moisture loss and improving hydration.
- Can have a calming effect on the skin, helping to soothe and alleviate inflammation and irritation.","[' ', 'Acne', ' ', 'Blackheads', ' ', 'Redness', ' ', 'Pregnancy']","[' ', 'Related Allergy']",https://renude.co/ingredients/rhamnose
Sweet Almond Oil,,"Sweet Almond Oil is naturally rich in fat-soluble Vitamins A & E, which provide antioxidant benefits. This oil is naturally high in Omega 3 fatty acids, which cannot be produced naturally in the body, but offer anti-inflammatory benefits.","Sweet Almond Oil is a natural oil derived from the kernels of sweet almonds (Prunus dulcis). In skincare, it is used for its potential moisturizing, nourishing, and skin-soothing properties.","Sweet almond oil offers benefits such as:
- Provides lightweight and non-greasy moisture to the skin, helping to improve skin hydration and maintain a soft and supple complexion.
- Acts as an emollient, forming a protective barrier on the skin's surface to prevent moisture loss and promote a smooth and silky feel.
- Can help soothe and calm irritated or sensitive skin, making it beneficial for individuals with dry or reactive skin.
- Assists in improving skin texture and promoting a more even and radiant complexion.","[' ', 'Dry and dehydrated skin', ' ', 'Pregnancy', ' ', 'Texture']","[' ', 'Related Allergy', ' ', 'Oily']",https://renude.co/ingredients/sweet-almond-oil
Symsitive,,"This active has been designed specifically to soothe sensitive skin. Research from its manufacturer shows that 3 minutes after application, it can alleviate stinging by 78% and burning by 80%. It works by increasing the skin’s tolerance threshold to regulate the reaction response.","Symsitive™ is a biomimetic peptide, meaning it mimics the natural peptides found in the skin. It is designed to calm the skin's nerve fibers and receptors, reducing the skin's sensitivity and discomfort.","Symsitive offers benefits such as:
- Provides instant relief to sensitive skin, helping to reduce skin reactions and discomfort caused by external factors.
- Calms the skin's sensory receptors, making it beneficial for individuals with reactive or easily irritated skin.
- Can help improve the skin's tolerance to environmental stressors, such as temperature changes and pollution.
- Supports overall skin health and well-being, contributing to a more comfortable and balanced complexion.","[' ', 'Redness', ' ', 'Pregnancy']","[' ', 'Related Allergy']",https://renude.co/ingredients/symsitive
Sugar Cane Extract,,"Sugar Cane extract is a natural ingredient that works as a humectant when applied to the skin, meaning it draws water molecules towards it, plumping & hydrating the area. It is also the natural plant from which glycolic acid is derived, so it is thought to have some degree of exfoliating & brightening action, although there is currently insufficient research proving this.","Sugarcane Extract is derived from the sugarcane plant (Saccharum officinarum). In skincare, it is used for its potential exfoliating, moisturizing, and brightening properties.","Sugarcane extract offers benefits such as:
- Acts as an exfoliant, helping to remove dead skin cells and unclog pores, resulting in a smoother and more even complexion.
- Provides gentle and effective exfoliation, making it suitable for individuals with sensitive skin.
- Offers moisturizing properties, helping to improve skin hydration and maintain a soft and supple complexion.
- Can help improve the appearance of skin tone and texture, contributing to a brighter and more radiant complexion.","[' ', 'Acne', ' ', 'Blackheads', ' ', 'Enlarged Pores', ' ', 'Radiance', ' ', 'Texture']","[' ', 'Related Allergy']",https://renude.co/ingredients/sugar-cane-extract
